,Fecha,tipo de tienda,El microretailer has a barred window,Store devices,acepto la encuesta,cambio espacio tienda,cambio promedio salario,Registro inventario,registros ventas,id impuesto,canales ventas,metodo pago,relacion clientes,organizado productos,internet conexión,credito clientes,planificacion ventas,pedidos proveedores,empleados permanentes,empleados permanentes el año pasado
114,"November 9, 2022",estética ,no,pos system (i.e. computer + bar code scanner + printer),no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
115,"November 9, 2022",butcher shop,no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
116,"November 9, 2022",produce (fruits & vegetables),no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
117,"November 9, 2022",limpieza,no,pos system (i.e. computer + bar code scanner + printer),yes,No cambió,No hay informacion acerca del cambio,Software especializado + computadora,Software especializado + computadora,Desconocido,Desconocido,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Desconocido,Tamaño,yes,no,Desconocido,Desconocido,0.0,0.0
118,"November 9, 2022",dairy products,no,analog cash register,yes,No cambió,Aumentó 15%,Software especializado + computadora,Software especializado + computadora,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Ninguna,Margen de utilidad,yes,no,Ninguna,Llamada telefónica,4.0,4.0
119,"November 9, 2022",dairy products,yes,analog cash register,yes,No cambió,No cambió,Software especializado + computadora,Software especializado + computadora,yes,"Aplicación móvil (e.g. Rappi, Uber Eats)","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,Frecuencia de venta,yes,no,Ninguna,Llamada telefónica,3.0,3.0
120,"November 9, 2022",micro-restaurant (aka. fondita),yes,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,"Aplicación móvil (e.g. Rappi, Uber Eats)",Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
121,"November 9, 2022",micro-restaurant (aka. fondita),no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
122,"November 9, 2022",papelería,no,analog cash register,yes,Aumentó 25%,Aumentó 15%,"En Excel,En papel","En Excel,En papel",yes,"Aplicación móvil (e.g. Rappi, Uber Eats)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,Frecuencia de venta,yes,no,Ninguna,En persona,1.0,1.0
123,"November 7, 2022",micro-restaurant (aka. fondita),no,smartphone,yes,No cambió,No cambió,En papel,En papel,no,"Aplicación móvil (e.g. Rappi, Uber Eats)","Efectivo,Transferencia interbancaria",Redes sociales,Frecuencia de venta,yes,no,Cuaderno,Mensajería instantánea (e.g. WhatsApp),3.0,0.0
124,"November 9, 2022",produce (fruits & vegetables),no,analog cash register,yes,Disminuyó 15%,Disminuyó 15%,En papel,En papel,yes,Desconocido,Efectivo,Ninguna,Frecuencia de venta,no,no,Ninguna,En persona,1.0,0.0
125,"November 9, 2022",peluqueria,no,smartphone,yes,No cambió,No hay informacion acerca del cambio,No lo hago,No lo hago,Desconocido,Desconocido,Desconocido,Aplicación móvil,Sin categoría,no,no,Desconocido,Desconocido,0.0,1.446808510638298
126,"November 9, 2022",micro-restaurant (aka. fondita),no,smartphone,yes,No cambió,No hay informacion acerca del cambio,En papel,En papel,Desconocido,Desconocido,Efectivo,Desconocido,Sin categoría,no,no,Desconocido,Desconocido,0.0,0.0
127,"November 9, 2022",cafeteria,no,analog cash register,yes,No cambió,No hay informacion acerca del cambio,En papel,En papel,Desconocido,Desconocido,"Efectivo,Transferencia interbancaria",Desconocido,Sin categoría,no,no,Desconocido,Desconocido,0.0,0.0
128,"November 9, 2022",micro-restaurant (aka. fondita),no,analog cash register,yes,Disminuyó 25%,No hay informacion acerca del cambio,No lo hago,No lo hago,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,yes,Desconocido,Desconocido,1.0,1.0
129,"November 9, 2022",dairy products,no,analog cash register,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
130,"November 9, 2022",grocery store (aka. nanostore),yes,pos system (i.e. computer + bar code scanner + printer),no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
131,"November 9, 2022",toolshop,yes,pos system (i.e. computer + bar code scanner + printer),yes,No cambió,No hay informacion acerca del cambio,En Excel,En Excel,Desconocido,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Aplicación móvil,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,Desconocido,Desconocido,Página web del proveedor,1.0,2.0
132,"November 3, 2022",micro-restaurant (aka. fondita),yes,"security cameras,smartphone",yes,No cambió,No cambió,En papel,En papel,no,Ninguno,"Efectivo,Transferencia interbancaria",Cuaderno,Refrigeración,yes,no,Cuaderno,En persona,1.0,1.0
133,"November 3, 2022",floreria,no,"security cameras,smartphone",yes,Disminuyó 15%,Disminuyó 15%,En papel,En papel,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Tamaño,yes,no,Aplicación móvil,En persona,3.0,3.0
134,"November 9, 2022",grocery store (aka. nanostore),yes,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
135,"November 9, 2022",micro-restaurant (aka. fondita),no,smartphone,yes,No cambió,No hay informacion acerca del cambio,En papel,En Excel,Desconocido,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Desconocido,Sin categoría,no,Desconocido,Desconocido,Desconocido,2.0,1.446808510638298
136,"November 9, 2022",grocery store (aka. nanostore),no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
137,"November 9, 2022",grocery store (aka. nanostore),yes,smartphone,yes,No cambió,Disminuyó 15%,En papel,En papel,no,Desconocido,Efectivo,Ninguna,Sin categoría,no,yes,Desconocido,Desconocido,1.0,1.446808510638298
138,"November 9, 2022",grocery store (aka. nanostore),no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
139,"November 8, 2022",micro-restaurant (aka. fondita),no,no cuenta con dispositivos ,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
140,"November 8, 2022",grocery store (aka. nanostore),no,analog cash register,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
141,"November 4, 2022",produce (fruits & vegetables),no,smartphone,yes,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
142,"November 7, 2022",grocery store (aka. nanostore),no,analog cash register,yes,No cambió,No cambió,Software especializado + computadora,Aplicación móvil (i.e. App) + smartphone,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Desconocido,Desconocido,4.0,4.0
143,"November 7, 2022",technology store,yes,dataphone (i.e. card payments),yes,No cambió,No cambió,Software especializado + computadora,Software especializado + computadora,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,yes,Software especializado,Desconocido,5.0,5.0
144,"November 7, 2022",panaderia,yes,dataphone (i.e. card payments),yes,Aumentó 15%,No cambió,Software especializado + computadora,Caja registradora (análoga),yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Ninguna,Sin categoría,yes,no,Desconocido,Desconocido,4.0,6.0
145,"November 7, 2022",micro-restaurant (aka. fondita),no,dataphone (i.e. card payments),yes,No cambió,Aumentó 15%,En papel,En papel,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Ninguna,Llamada telefónica,4.0,4.0
146,"November 7, 2022",grocery store (aka. nanostore),yes,dataphone (i.e. card payments),yes,Aumentó 15%,No cambió,En Excel,En papel,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,yes,Desconocido,Desconocido,1.0,1.0
147,"November 7, 2022",grocery store (aka. nanostore),yes,dataphone (i.e. card payments),yes,No cambió,Aumentó 15%,Software especializado + computadora,Software especializado + computadora,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Desconocido,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,yes,Desconocido,Desconocido,2.0,2.0
148,"November 7, 2022",grocery store (aka. nanostore),no,dataphone (i.e. card payments),yes,No cambió,No hay informacion acerca del cambio,En papel,En papel,yes,Desconocido,Efectivo,Ninguna,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Ninguna,Desconocido,1.0,1.0
149,"November 7, 2022",laundry store,no,dataphone (i.e. card payments),yes,Aumentó 25%,No cambió,En Excel,Software especializado + computadora,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Ninguna,Tamaño,yes,no,Desconocido,Desconocido,2.0,2.0
150,"November 7, 2022",grocery store (aka. nanostore),no,no cuenta con dispositivos ,yes,Aumentó 25%,No cambió,No lo hago,No lo hago,no,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Desconocido,Desconocido,Sin categoría,no,Desconocido,Desconocido,Desconocido,0.0,0.0
151,"November 7, 2022",barber shop,no,analog cash register,yes,No cambió,No cambió,Software especializado + computadora,En Excel,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Aplicación móvil,Precio,yes,no,Excel,Mensajería instantánea (e.g. WhatsApp),6.0,6.0
152,"November 7, 2022",dairy products,no,analog cash register,yes,No cambió,Aumentó 15%,Software especializado + computadora,Software especializado + computadora,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Aplicación móvil,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Excel,En persona,2.0,3.0
153,"November 7, 2022",micro-restaurant (aka. fondita),no,dataphone (i.e. card payments),yes,No se cuenta con informacion,No hay informacion acerca del cambio,En papel,En papel,no,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Ninguna,Página web del proveedor,3.0,1.446808510638298
154,"November 7, 2022",ferretería ,yes,dataphone (i.e. card payments),yes,No cambió,No hay informacion acerca del cambio,"En Excel,En papel",No lo hago,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Cuaderno,Llamada telefónica,0.0,0.0
155,"November 7, 2022",micro-restaurant (aka. fondita),no,smartphone,yes,No se cuenta con informacion,No hay informacion acerca del cambio,En papel,En papel,no,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Redes sociales,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",no,no,Ninguna,Llamada telefónica,2.0,1.446808510638298
156,"November 7, 2022",lavanderia,yes,smartphone,yes,No cambió,No cambió,En papel,En papel,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Redes sociales,Tamaño,no,no,Cuaderno,Mensajería instantánea (e.g. WhatsApp),2.0,2.0
157,"November 7, 2022",tecnología ,no,dataphone (i.e. card payments),yes,No cambió,Aumentó 15%,En papel,En papel,no,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Ninguna,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Ninguna,Mensajería instantánea (e.g. WhatsApp),2.0,2.0
158,"November 7, 2022",micro-restaurant (aka. fondita),no,analog cash register,yes,Aumentó 25%,No cambió,En Excel,En Excel,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Redes sociales,Refrigeración,yes,yes,Ninguna,Llamada telefónica,3.0,2.0
159,"November 7, 2022",grocery store (aka. nanostore),no,dataphone (i.e. card payments),yes,No cambió,No cambió,No lo hago,No lo hago,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Desconocido,Tamaño,yes,no,Desconocido,Desconocido,2.0,2.0
160,"November 4, 2022",tailor (sastrería),no,analog cash register,yes,No cambió,No cambió,Software especializado + computadora,Software especializado + computadora,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Aplicación móvil,Margen de utilidad,yes,no,En físico ,"Email,En persona",1.0,2.0
161,"November 2, 2022",grocery store (aka. nanostore),yes,pos system (i.e. computer + bar code scanner + printer),yes,No cambió,No cambió,"Aplicación móvil (i.e. App) + smartphone,En Excel",Aplicación móvil (i.e. App) + smartphone,no,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Teléfono,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",yes,no,Aplicación móvil,Llamada telefónica,0.0,0.0
162,"November 3, 2022",grocery store (aka. nanostore),no,"security cameras,smartphone",yes,No cambió,Aumentó 50% o más,En Excel,"En Excel,En papel",yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Aplicación móvil,Margen de utilidad,yes,no,Excel,Mensajería instantánea (e.g. WhatsApp),3.0,2.0
163,"November 3, 2022",micro-restaurant (aka. fondita),yes,pos system (i.e. computer + bar code scanner + printer),no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
164,"November 3, 2022",productos tradicionales ,no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
165,"November 3, 2022",productos tradicionales ,no,analog cash register,yes,Aumentó 25%,No hay informacion acerca del cambio,En papel,En papel,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Redes sociales,Tamaño,yes,no,Cuaderno,Mensajería instantánea (e.g. WhatsApp),4.0,1.446808510638298
166,"November 3, 2022",grocery store (aka. nanostore),yes,analog cash register,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
167,"November 3, 2022",grocery store (aka. nanostore),no,analog cash register,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
168,"November 3, 2022",micro-restaurant (aka. fondita),yes,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
169,"November 3, 2022",micro-restaurant (aka. fondita),no,analog cash register,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
170,"November 3, 2022",micro-restaurant (aka. fondita),no,smartphone,no,No se cuenta con informacion,No hay informacion acerca del cambio,No hay información,No hay información acerca de las ventas,Desconocido,Desconocido,Desconocido,Desconocido,Sin categoría,Desconocido,Desconocido,Desconocido,Desconocido,1.6272727272727272,1.446808510638298
